"y.level";"term";"estimate";"std.error";"statistic";"p.value";"conf.low";"conf.high"
"chasse sous-marine";"(Intercept)";-22,4509247709602;1,29075110562918;-17,3936901336346;9,21083740011601e-68;-24,9807504509987;-19,9210990909218
"chasse sous-marine";"Temps_peche_estime.cat2h>=2h";1,26474304903878;1,11341070056505;1,1359178139719;0,25599096210395;-0,91750182407023;3,44698792214778
"chasse sous-marine";"zone.gpEst-Nord Cap";18,6687458093391;0,728920672825389;25,6114917649086;1,13615179743427e-144;17,2400875430146;20,0974040756635
"chasse sous-marine";"zone.gpnimp_ou";19,3805136006282;0,851229593847622;22,7676689587668;9,59131510727006e-115;17,7121342541122;21,0488929471442
"chasse sous-marine";"zone.gpOuest-Nord Cap";18,9756916852022;1,06991256330191;17,7357405979423;2,22149819616231e-70;16,8787015945236;21,0726817758809
"chasse sous-marine";"age_classe40-59";-1,68308126541073;0,684847064989408;-2,45760163320078;0,0139868228277842;-3,02535684770793;-0,340805683113528
"chasse sous-marine";"age_classe60 et plus";-4,13287772280871;7,6686934480955e-11;-53892853466,911;0;-4,13287772295902;-4,13287772265841
"chasse sous-marine";"cat_pro.gpretraite";-23,0128493133332;4,55031080279283e-10;-50574236158,1294;0;-23,0128493142251;-23,0128493124414
"chasse sous-marine";"cat_pro.gpsans_emploi-en_arret-etudiant";-0,310823420423313;0,863734337102626;-0,359859979013873;0,718951846866199;-2,00371161335504;1,38206477250841
"chasse sous-marine";"poss_batoui";2,44743577587939;1,18573244548735;2,06407084936726;0,0390109993756932;0,12344288742358;4,77142866433519
"chasse sous-marine";"nb_sort_an_catQ2 (16-30)";-16,0714079306244;1,13761477272656e-06;-14127284,8383514;0;-16,0714101603084;-16,0714057009404
"chasse sous-marine";"nb_sort_an_catQ3 (>=31)";-1,77417461164996;1,01405881694797;-1,74957762015197;0,0801912242702266;-3,76169337107328;0,213344147773365
"chasse sous-marine";"dep.mod_peche.chr> 2000 euros";-16,8006278582894;1,90139168617891e-07;-88359636,6830258;0;-16,8006282309553;-16,8006274856235
"chasse sous-marine";"dep.mod_peche.chrentre 500-2000 euros";1,18858234331972;1,08692884031948;1,09352360451707;0,274163970961422;-0,941759037464351;3,31892372410379
"chasse sous-marine";"classe_avis_pnmpositif";2,80016718146204;1,30185139807172;2,15091152923413;0,0314831833601287;0,248585328018351;5,35174903490573
"peche embarquée";"(Intercept)";-6,75012964831271;1,8775781711434;-3,59512575937227;0,000324234914067988;-10,4301152419123;-3,07014405471307
"peche embarquée";"Temps_peche_estime.cat2h>=2h";3,14868675258059;1,11946656846655;2,81266706954338;0,00491324925695118;0,954572596489514;5,34280090867166
"peche embarquée";"zone.gpEst-Nord Cap";-2,30437758323781;0,914965392758466;-2,518540702715;0,0117842262483649;-4,09767680014495;-0,511078366330672
"peche embarquée";"zone.gpnimp_ou";-1,34038315688525;1,06542776921047;-1,2580704160532;0,208366291282484;-3,42858321266662;0,747816898896118
"peche embarquée";"zone.gpOuest-Nord Cap";-0,767676544491659;1,22569224077147;-0,626320799753508;0,531104546198575;-3,16998919253394;1,63463610355063
"peche embarquée";"age_classe40-59";1,73233091749449;1,06607587066437;1,62496025392162;0,104171028060649;-0,357139393794864;3,82180122878383
"peche embarquée";"age_classe60 et plus";4,14817039614674;1,87781767736689;2,2090378880464;0,0271720056971636;0,467715378974991;7,82862541331849
"peche embarquée";"cat_pro.gpretraite";-0,748073400010041;0,817187811698792;-0,915424079141521;0,359969042200238;-2,34973207954477;0,85358527952469
"peche embarquée";"cat_pro.gpsans_emploi-en_arret-etudiant";-0,214524099365633;1,2277399907301;-0,174730888449811;0,861291095658175;-2,62085026357617;2,19180206484491
"peche embarquée";"poss_batoui";6,86719423670282;1,12240781011158;6,11827018204739;9,45965825756661e-10;4,66731535291764;9,06707312048799
"peche embarquée";"nb_sort_an_catQ2 (16-30)";-0,0802446906758977;0,966838226870314;-0,0829970189900872;0,933853909938582;-1,97521279421828;1,81472341286648
"peche embarquée";"nb_sort_an_catQ3 (>=31)";-3,17374987611663;1,0961972955678;-2,89523600263283;0,00378873567250604;-5,32225709537973;-1,02524265685354
"peche embarquée";"dep.mod_peche.chr> 2000 euros";3,49910010668256;1,49193420481655;2,34534478490143;0,0190094916731104;0,574962797938711;6,4232374154264
"peche embarquée";"dep.mod_peche.chrentre 500-2000 euros";1,09870473743397;0,906724296105591;1,21172967588157;0,225615875513383;-0,678442226840421;2,87585170170836
"peche embarquée";"classe_avis_pnmpositif";1,54471854747804;1,21577696963196;1,2705607903937;0,203884943433301;-0,838160526233853;3,92759762118993
